statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
12,FL,Florida,8660936,86609,433047,866094,2165234,4330468,6495702,427455,164777,114672,64321,31253,15696,539732025,120939040,203424285,262066626,372773489,470593751,519944207,6884001,334115066,69235,38974983,354046,88372422,711302,127558029,1773148,204634241,3604900,280562561,5423586,320644178,2290694,8338942,79489,4142529,328669,5475996,577072,6087974,1144941,7053208,1690499,7736501,1998996,8073162,1551989,18268733,68685,8853547,270465,12398746,454748,13957493,842381,16095444,1188500,17381533,1380721,17903327,1646112,16818325,22456,2711189,96492,5547504,174707,6871518,380734,9030045,679779,11068625,1031291,13123647,1369753,37628829,72404,29219429,273911,33949657,443019,35392794,779566,36905596,1068124,37514593,1221442,37656615,915019,17507914,16707,1431294,94215,5616119,186593,8537858,422694,13082956,649008,15709029,789250,16858621,1753252,42414971,19702,1252650,126857,7118623,278547,13699071,705909,27205068,1179347,36711273,1495326,40694921,700544,44721318,61408,30108521,186798,38162861,269668,40429121,421272,42898452,558840,44273846,638105,44698279,76154914,34703822,49839689,57624838,68495103,74760285,76069926
13,GA,Georgia,4057697,40577,202885,405770,1014424,2028849,3043273,382886,168812,119761,67925,32671,16155,240748661,37896370,75542325,104025524,158545078,206884736,230918552,3436965,176357289,35718,18038962,183755,45210994,367503,66905109,906741,108892508,1804539,148518423,2689974,169089877,961730,1667657,36436,597309,149973,877315,263184,1028334,514487,1298208,744726,1498052,862314,1594280,619131,4378984,32543,1891243,127408,2771142,211276,3194704,373496,3798778,505244,4158611,568336,4292378,844079,6709877,10634,1010905,47875,2268892,89878,2890329,204900,3808363,372539,4468830,552325,5044003,517643,8084638,33188,5503604,121992,6804739,193063,7284351,323337,7795299,426686,8012269,475855,8071102,313147,5216100,5166,288296,30307,1310712,61295,2162619,142438,3645577,224792,4603458,273355,5007550,750964,17434252,6623,366176,47734,2424274,109269,4969537,290438,10539327,506569,14935882,647613,16715030,235554,14759287,24486,9559582,70089,12575158,100666,13400482,154971,14274619,199023,14677069,220517,14771824,29076687,10182353,16726350,20363050,25490854,28457659,29036870
15,HI,Hawaii,629920,6299,31496,62992,157480,314960,472440,322275,161351,120867,74672,39270,19977,37988546,4590258,9873638,14223801,23132898,31724505,36300781,517742,26293641,5062,1729753,26725,5037713,53997,8084623,134515,14567031,269211,21228643,406520,25044522,223812,302973,5683,117180,25281,157277,46824,182223,99963,227317,160193,267206,193554,286016,131250,687507,4693,229825,19517,359835,34145,429765,66470,542773,99405,627453,116510,661103,96909,1608971,2034,308777,8667,642570,15264,803925,32421,1054256,54513,1287762,71482,1446059,104355,1514531,4811,949750,18195,1230589,30129,1327895,55231,1437242,79998,1494879,92874,1510934,59662,887530,1108,65381,5870,239025,11290,368517,25750,603804,41301,770757,50029,838365,136864,3624025,1766,106136,11081,612159,22379,1117634,52467,2179987,88912,3067412,111785,3425407,31381,1428919,3297,875950,9168,1170378,12948,1256943,19605,1358350,25562,1410780,28608,1426591,4199282,1136537,1970199,2493608,3331818,3973397,4179175
16,ID,Idaho,638425,6384,31921,63843,159606,319213,478819,317911,145595,108283,67724,35464,17763,35801152,5008383,10012143,13960640,22092332,30045705,34199622,530690,24259263,5223,1650245,27337,4760910,55243,7581667,138245,13607999,275611,19752520,411353,23062479,186361,396403,5799,126642,23799,188738,41776,225132,83635,285739,130514,339614,159504,370704,107036,597780,4330,215033,16849,323598,28350,378741,52651,468287,77785,537946,93038,571249,106917,1160076,1734,153745,7838,356900,14751,455702,33912,641044,61599,864911,82239,1031160,107048,1488995,4825,841739,18333,1124213,30030,1237738,54064,1373785,78640,1453816,93165,1480201,63972,933991,953,54502,5269,228650,10403,356646,24134,592703,40715,779256,52671,875407,130031,2820936,1116,62010,8030,378171,17345,733179,44390,1531034,79677,2277132,106042,2643944,51531,2821030,4345,1721554,13001,2291730,18961,2477788,30202,2671953,41316,2784045,47270,2819375,3776540,1310907,2079641,2516124,3183491,3633107,3763898
17,IL,Illinois,5579035,55790,278952,557904,1394759,2789518,4184276,461666,191953,137206,81289,40749,19138,403548871,74098478,134259794,178926046,266107087,347909900,388411635,4641962,279829192,47900,29998247,248846,72445612,502106,106259442,1247097,172910017,2463087,236784212,3658161,269335663,1866123,3948836,52351,1870523,226172,2379060,408084,2647826,854122,3129503,1350059,3562613,1630543,3780734,1240032,9571027,48018,4272211,198776,5968793,340060,6792981,644866,8041241,945827,8962073,1106218,9332992,871292,11585831,13550,1696830,61120,3888260,111045,4986264,242168,6622468,417172,8168378,578316,9499112,1009876,21496726,48337,16103288,188736,18747918,308987,19663925,553392,20710983,787589,21299149,908930,21467800,592368,9683968,7909,519246,45037,2172389,90217,3512461,218361,6096225,380310,8188508,490289,9153736,1153423,28046668,9128,513786,61323,3343264,138418,6996065,376869,15412424,708422,23190926,943338,26515160,359401,24411810,34764,16708932,100719,21226567,144140,22377246,221524,23547108,292506,24187553,333102,24414006,56177395,20793053,32406351,38646634,47871946,54413059,56050885
18,IN,Indiana,2792724,27927,139636,279272,698181,1396362,2094543,324172,149907,112549,70434,36069,17237,159411476,21475782,43841990,61742748,98772914,134520789,152743016,2345596,115949947,24700,9177268,126431,24915455,255394,39009456,636724,68293455,1258806,96835115,1859129,111432545,802435,1080068,25288,332189,102892,493672,179380,580882,358175,742061,554241,902863,677038,1000227,492763,2408737,21494,886331,81206,1341088,133242,1556598,245331,1901088,360226,2185235,429438,2317743,376227,4381764,7375,613068,30678,1404556,54885,1791662,121406,2498772,208917,3224783,275977,3757983,401037,4169862,21730,2455658,76423,3219173,119782,3500485,209523,3870953,299842,4092110,352533,4161278,305251,4238775,4084,198405,23413,933079,45115,1492759,106817,2603421,185538,3508694,244447,3965254,638535,10848846,4847,208609,33634,1303559,72153,2414350,186969,5092512,349604,8013254,484312,9776549,148829,10018038,17279,7103576,46293,8867538,64302,9302662,96699,9750762,125509,9973853,139577,10027787,18364306,5849415,9522542,11722929,15176052,17659779,18320485
19,IA,Iowa,1310433,13104,65522,131043,327608,655217,982825,349363,160866,120147,77811,42042,21265,82412661,10136075,21459817,30442613,49250882,68312068,78473517,1104497,56862417,11300,3973633,57054,10922430,115554,17358258,290713,31403614,576858,45911917,858274,53989889,526826,839969,12409,191154,55395,318852,101833,393516,218628,535207,362478,684767,453035,771261,304408,1317660,10330,358005,42551,618275,73559,754934,142044,973171,219529,1166047,266141,1256088,198159,2279622,3628,261444,15258,685697,27860,910480,63457,1294465,115644,1733794,152195,2014538,253386,2596822,10541,1260482,40168,1786838,66570,1997658,122666,2282525,185349,2487704,222234,2565355,159768,1915002,2166,86172,11653,362869,22449,595482,53188,1070349,96548,1520924,129463,1766244,293142,5238756,2628,105700,16248,599026,34613,1163583,89682,2518910,170618,3979111,233503,4786667,93535,4987186,8397,3163046,25575,4199725,37149,4495870,58097,4796183,77569,4949304,87005,4987560,9457089,2727162,4629142,5751068,7505293,8917238,9404867
20,KS,Kansas,1214815,12148,60741,121482,303704,607408,911111,388502,169275,123554,76322,39453,19343,79271007,12897492,24191628,32860744,50368453,67325732,76052047,1016187,54234605,10414,4683961,53316,11984901,108145,18362504,270560,31634513,536540,44822442,798493,51892172,435890,739717,11436,279559,49805,383154,90563,436719,189262,539462,302172,638661,369267,692307,255427,1880476,9621,986082,39010,1253570,66858,1390235,127004,1599449,189265,1762977,224362,1833381,187433,2536382,4272,358430,17390,899688,30766,1171193,66520,1605942,114049,2038718,146855,2302886,225978,3246988,9908,1998533,38421,2499954,63576,2714818,116232,2989232,170411,3162623,200040,3225822,144172,2009311,1913,93076,10679,413482,21091,687795,50808,1219017,89419,1666654,116142,1877309,262539,4845997,2124,78482,14435,559526,32057,1134997,83802,2448973,154715,3774162,207280,4461147,80117,5677127,8045,3889142,24184,5000850,34610,5274460,52550,5540294,67931,5659720,75201,5681069,10031051,3611991,5603172,6738208,8423203,9643272,9999004
21,KY,Kentucky,1744421,17444,87221,174442,436105,872211,1308316,307031,143722,107716,66732,33935,16730,94146391,12014385,25380263,36089677,58145287,79176803,89965537,1473520,67870574,15145,5431911,77640,14613184,156933,22752058,391282,39682389,774296,56230130,1146386,64868025,471985,668256,15568,190544,63166,290528,110091,345327,219716,456142,339146,564310,412029,623073,263973,1631010,13109,698367,49373,1014101,79799,1155732,141638,1365191,202714,1520346,237380,1587242,262011,3013494,5699,525111,21682,1056093,38168,1300064,81948,1721065,139171,2148750,185140,2508083,235886,2664366,13206,1525245,46261,2007649,72233,2192576,125229,2439226,178715,2588485,210104,2643122,154527,2237452,2765,149058,14586,583225,27433,890277,61890,1464318,102962,1905850,131674,2123408,386083,8260174,3454,168150,24782,1145997,53160,2183693,135002,4502459,243046,6708113,323985,7804599,89622,4596223,10616,2992847,28561,3945237,39329,4188160,58201,4432222,74989,4565252,83446,4600422,10137212,3138574,5227980,6456561,8407584,9763154,10111915
22,LA,Louisiana,1872921,18729,93646,187292,468230,936461,1404691,372482,161312,117898,68510,33379,16316,110953105,17954493,34541707,47294458,72436419,95109504,106325654,1597217,78021265,15402,5698318,82065,16680298,168307,26657881,422179,46586000,836176,65082954,1241713,74565818,482444,838315,17291,332814,70852,461684,123916,526993,245611,649966,367633,752874,432829,802722,260167,1623126,14346,679751,52074,1003871,83909,1147215,147962,1372984,206402,1526913,236994,1586084,351209,4208404,6891,860632,27094,1875493,47244,2258503,101340,2833829,171534,3261747,236981,3512692,221137,3639654,14791,2433437,50283,3023926,78070,3227446,131352,3476652,178611,3597224,202294,3631254,140884,2233359,2769,137024,13931,567705,26337,892492,60310,1517226,99110,1954500,123106,2142791,348094,7442090,3358,167540,23333,1053540,49094,1927358,123874,3999372,222713,6070851,296899,7068456,106052,9182209,13514,6723062,36956,8344350,50606,8696522,74084,9030254,92162,9163062,100243,9192077,14131549,5190655,8098411,9786422,12255207,13798895,14111281
23,ME,Maine,583813,5838,29191,58381,145953,291907,437860,316677,148947,110726,69718,36689,18523,32817776,3893749,8549588,12242513,19869348,27372228,31313093,482651,22952958,4970,1683530,25439,4727962,51562,7440592,129717,13176763,256393,18865946,379130,21915206,201304,272072,5329,63506,22614,109193,40460,134417,83943,179190,136779,225405,170558,251282,118680,739131,4389,213578,17247,373301,29007,451883,55291,570753,84508,666083,102499,708557,102449,1386453,1597,139094,7371,367203,13538,498474,30935,740208,56046,1023762,75994,1222783,96001,1245302,4475,635334,16623,899935,26683,1003887,47646,1131683,70148,1211925,83631,1238367,69546,979422,1024,66702,5682,246371,10762,374721,24886,616565,43152,812108,56586,914333,125888,2615356,1185,58275,7741,335634,16242,628632,41186,1313575,75946,2056874,102220,2439341,35545,1545508,3249,941594,9319,1268220,13482,1368594,21197,1474529,28603,1530556,32589,1545374,3538965,974663,1705498,2136049,2825108,3354758,3523524
24,MD,Maryland,2740631,27406,137032,274063,685158,1370316,2055473,438268,206601,152389,90541,45480,20688,204988347,29002896,58979651,83041674,130817443,175553848,197607255,2270701,149527969,23488,12788818,124329,34551368,250658,53372932,618736,90719179,1213831,125950896,1808223,144211855,1025104,1447929,26156,506215,119401,717321,224170,842540,490124,1079868,785041,1295115,930246,1388819,552117,3665799,22968,1278479,92797,2002828,159065,2383166,302363,2988717,438646,3424154,504415,3578791,528311,6154582,7952,1008382,35615,2380381,64730,3029911,141909,3947290,243367,4655108,332675,5144553,455700,6433700,23077,4033706,87700,5139567,144905,5579542,261426,6087592,368172,6353801,418498,6423138,247954,4000634,4401,246747,22434,937912,42969,1493185,100887,2596128,172499,3471923,214613,3823838,568330,16381007,5260,324531,37626,2183519,79894,4193972,202184,8975148,372481,13747706,486034,15671255,144103,11028766,16666,7797510,43188,9670614,60367,10175134,92006,10691178,120624,10961948,135045,11034459,27043988,7910730,13537259,16890772,22163855,25954394,26964553
25,MA,Massachusetts,2995062,29951,149753,299506,748766,1497531,2246297,579524,232456,162639,93965,47611,22387,264197848,55557543,95431696,124103480,178881548,229608335,255200193,2514515,180901066,25485,20735868,134407,49165257,273232,71671414,683126,114861163,1339188,154080532,1981175,174530213,1228053,2793247,28830,1445075,130161,1780985,240922,1954241,521719,2248360,862177,2538152,1061928,2682569,760678,7013386,26667,3206772,112381,4481119,195143,5084284,374399,5930833,568360,6592431,672970,6850944,467067,9889087,7930,1237600,39589,3279259,72651,4460301,158766,6275682,267152,7894513,351695,9005878,629103,19151266,27067,14343459,111649,16775692,187425,17620054,336113,18523943,486594,19003809,564679,19129852,331563,5653149,4045,262745,21499,1097568,42974,1828072,107597,3365479,201874,4711462,265697,5296874,586857,13415439,4983,237034,27190,1209360,58824,2456877,167177,6089873,338616,10436901,461961,12423421,172265,17942049,18215,12866760,52597,16027031,74576,16810778,112339,17535388,145163,17863831,161497,17950408,41617627,15733045,24262024,28708909,35225142,40006054,41483866
26,MI,Michigan,4249846,42498,212492,424985,1062462,2124923,3187385,349803,160482,118973,72762,35884,16247,254682875,38674266,75202993,104206975,163068218,218520129,245294266,3420818,175721831,37875,16915280,191670,43135081,383396,65263073,943419,109162059,1854632,150157035,2738367,169872617,1408133,2139059,38773,761269,162244,1059993,289735,1223789,600837,1539917,958285,1845459,1185829,2019433,846344,5166648,33461,2245145,128929,3066740,215190,3483557,409850,4180808,616741,4750132,742773,5010601,651599,7822572,11263,1201378,48062,2633474,86319,3319178,189038,4488288,332757,5645808,459307,6573877,717381,7762410,33830,5006255,123553,6189393,198983,6664576,362606,7302041,532465,7667192,632918,7770249,511019,7762188,6354,378030,36725,1680197,73432,2744246,182214,4871772,323001,6571773,425869,7375716,1084626,22839499,7871,422397,54120,2535172,117452,4905597,317257,10927553,615184,17618529,860340,21231954,224729,14699939,24909,10790409,65596,12998437,91223,13577247,139449,14234687,185394,14601301,209933,14706494,31339592,10652731,16866464,20572319,26307774,30335883,31289819
