statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
12,FL,Florida,10449951,104500.00,522498.00,1044995.0,2612488.00,5224976.0,7837463.00,597787,209010.5,140996,76735,37409,18307,891651643,272762545,404773736,493008635,654327716,795437197,866656342,8033639,484731719,81678,64503641,423332,140653810,847945,198088340,2098735,306635653,4276102,413101765,6446943,468460682,2717638,12187970,96734,6575698,400120,8511368,695785,9386615,1354088,10664474,1968286,11495874,2318036,11877825,1938727,32572501,87330,17846631,350519,23936767,588855,26470773,1078791,29673814,1502474,31443652,1727348,32105708,2353161,23318446,27593,4400579,120965,8503014,222048,10476285,497990,13702816,951128,16969643,1522880,19451438,1866803,130898842,91905,107286308,361121,120597918,593094,124684908,1054675,128695491,1453046,130311719,1667434,130757446,944786,23805422,14676,2620614,89894,7898996,185405,11876092,436178,18146847,667763,21563528,806138,22970424,2112940,59228081,20985,1716638,142823,9576217,326122,19142713,859301,39019280,1441361,52129984,1804113,56999926,845049,81105985,73430,57882626,222686,71495956,320659,74945011,497117,78627236,662019,80666646,763508,81190190,130468539,70425263,93498631,104784509,119678924,128266550,130357337
13,GA,Georgia,4694981,46950.00,234749.00,469498.0,1173745.00,2347491.0,3521236.00,503523.6,207058,143171,79148,38827,19320,348267244,67660208,122948406,162818480,237084663,302702532,336137593,3850005,237221330,41115,25840607,211428,64872858,420855,94682938,1031073,150376440,2053529,202433524,3054059,228651858,1090497,2399371,42444,961807,173572,1361053,299777,1580280,576494,1942512,827470,2191937,957667,2306352,742988,7143244,38598,3246913,154358,4710273,254458,5391266,447943,6321849,604515,6838322,677959,7018299,1100243,7614411,12435,1294437,57314,2868747,108535,3663872,252347,4877298,478880,5879126,747288,6504341,692844,23743583,40035,17105004,152835,20512579,245520,21744494,421055,23011628,563451,23533669,632579,23681270,317358,6634140,4999,410594,29723,1684500,60907,2790633,144812,4737158,225770,5895717,273077,6364462,876160,23138344,7100,450071,51535,3016512,122171,6473183,337439,14229038,591303,19991663,749700,22141673,265122,24860925,28974,17353283,81948,21989471,116340,23200467,175688,24372634,223416,24866811,247471,24934082,43183187,16957421,26239521,31298141,38131158,42149477,43116735
15,HI,Hawaii,658809,6588.00,32940.00,65881.0,164702.00,329405.0,494107.00,425995.8,200293.2,148540.2,89967,47418,24419,50748942,8041883,15105879,20732795,32048742,42887465,48728127,520315,31267793,5211,2513327,27298,6709154,55219,10522122,137364,18262646,275311,25853333,417135,30049894,244856,374193,5976,125917,26547,179980,49077,214034,105136,275269,170053,328656,207404,352409,146077,2091611,5084,1450466,21292,1644431,37193,1745306,72076,1901946,109457,2015757,129218,2059049,104273,1641389,2001,283571,8696,683695,15582,862124,33332,1142493,56503,1383467,76344,1528134,130840,3270007,5274,2035693,20843,2655431,35073,2854374,65457,3090779,97718,3215816,115773,3253505,62328,1282140,1142,148525,6189,400662,11902,583795,26865,907611,43416,1132999,52123,1218694,153592,4736148,1766,141336,11693,790851,24200,1466655,59211,2907797,102356,4083095,126378,4493368,30221,1751418,3191,1106031,8957,1523032,12350,1626649,18540,1730666,24031,1772330,27155,1770875,5911387,1939322,3052245,3750069,4836557,5621381,5883601
16,ID,Idaho,805926,8059.00,40296.00,80593.0,201482.00,402963.0,604445.00,481713.25,196474.75,139609.5,84693,44414,22273,62550636,12529785,21537695,28109132,41085351,53616796,60200133,652943,37706804,6524,2756778,33842,7848391,68083,12314955,169703,21555241,338820,30885385,509513,36019879,241503,628375,7367,243340,30948,345910,54140,398808,107671,484681,167285,556990,203837,595075,142076,1225365,5748,541548,22735,751935,38132,860537,70092,1014053,103546,1133976,123075,1185494,132673,1767139,2133,184330,9966,497819,18989,681886,43008,1006981,76375,1373816,102094,1614234,149081,6047712,6672,4097345,26117,5097505,42925,5436360,76125,5780308,110209,5960858,130045,6020317,74570,1528570,986,101034,5851,384380,11783,608771,28055,1005845,47449,1296742,60620,1438552,163732,4432941,1286,80318,9131,542333,20676,1118264,55753,2464474,101691,3657707,132993,4170673,64205,6489773,5522,4246183,17469,5555805,25462,5913617,39419,6270849,52560,6455452,59450,6498828,7079091,2902986,4285489,5046367,6091308,6811382,7054949
17,IL,Illinois,5803929,58039.00,290196.00,580393.0,1450982.00,2901965.0,4352947.00,568389.6,229947,161418,93158,47288,22980,504295947,103151249,179334681,234426937,339621272,437215067,486971424,4737344,332612241,49878,37382245,258618,90956699,516756,131770215,1269610,209082730,2512975,282886928,3750030,320994424,1840102,7119571,54080,4612000,230561,5215468,410395,5564469,848551,6183228,1323265,6689555,1587422,6928175,1294386,12460118,50950,5459870,213859,7854459,364640,8989999,684096,10639687,997094,11760709,1152999,12177761,920082,11609735,14280,1932431,62136,4142458,112898,5294702,249026,7061980,436101,8751114,628561,10128205,1149983,41869359,51266,31971148,206136,36738844,342147,38445553,622076,40423335,893720,41437365,1029929,41753602,538719,11780564,7140,948179,42462,3076340,85908,4763668,208957,7925952,352962,10226025,443046,11187050,1201483,36048443,8761,680625,60890,4307307,142437,9283901,407269,21017332,759087,30693300,986015,34263485,363535,27441475,34717,18437786,97023,23761590,138337,25146891,214101,26438656,287327,27288082,332623,27527012,68954405,27183517,40900035,48483274,59346388,66748186,68777448
18,IN,Indiana,3062790,30628.00,153140.00,306279.0,765698.00,1531395.0,2297093.00,407435.77,179159,132189.1,80900,42233,20658,210189679,32704110,62707925,85972709,133081623,178321468,202116102,2509709,146539615,27132,12339787,137654,33193497,276878,51098581,686387,87414711,1357526,122867059,2010357,141421607,841253,1260155,27579,404049,110139,604271,189583,711171,375078,909040,575915,1081286,699576,1176176,524077,3367314,24367,1268034,91293,1935407,147663,2248357,266275,2729529,385882,3092487,455015,3249423,413118,5261689,8312,762908,34104,1718762,61208,2233857,133534,3142373,225340,4050467,305829,4712730,466992,9737180,24782,6312107,88800,7905684,139752,8472596,244559,9176397,349929,9555504,409650,9682741,301499,5613277,4283,332795,23521,1347675,45575,2134517,108650,3638001,185165,4752589,238532,5266519,692832,13601414,5008,291009,36369,1804858,79918,3332648,211432,6881363,390030,10397845,526773,12321324,148704,13922955,18538,10391291,48995,12674298,67487,13223327,99395,13747009,126026,13954303,139199,13972383,23066644,8029720,12600269,15281551,19222734,22123086,23006316
19,IA,Iowa,1411091,14111.00,70555.00,141109.0,352773.00,705546.0,1058318.00,416295.2,190308,141270,89805,48511,25052,105782093,15272919,29818290,41224577,64824297,88317911,101108707,1165349,70543750,12362,5287404,62279,14621222,125060,22926134,310449,40203319,612460,57571059,913675,67385042,549830,1039813,13202,283846,58154,437064,105695,528393,226908,706033,373701,880408,465177,969773,314506,1948250,11245,654523,45540,1016079,77446,1208318,148195,1509124,227703,1762713,273561,1871559,199063,2513568,3864,265639,16269,720373,29491,966430,66211,1435763,115739,1940516,152170,2254505,280847,5574595,11543,3426848,44288,4306848,72976,4658750,135752,5126392,205643,5426108,245519,5527336,162189,2871748,2177,155220,11734,624907,22770,991235,55956,1743916,100236,2376425,130865,2674637,318728,6844709,2825,156171,17461,835273,36961,1580470,98969,3432338,189303,5348605,254252,6289990,95947,6727489,8880,4530247,26537,5829636,38307,6181775,60083,6538299,79786,6704852,89102,6737251,11462264,3679989,5896517,7231125,9233402,10825271,11398822
20,KS,Kansas,1293759,12938.00,64688.00,129376.0,323440.00,646880.0,970319.00,477302.78,200388,144114,86705,45213,22477.5,100255435,18550641,33071309,43904495,65347880,85778939,96538961,1063367,65772286,11134,6038341,56865,15487797,114254,23328985,283544,39162831,561497,54669810,839222,63171530,450487,846110,12011,303637,51911,431184,93634,501519,195684,624834,310802,740649,379241,797110,267557,2186583,10643,959392,42613,1355364,71780,1547496,134025,1825402,198836,2041442,234455,2126328,192874,2816866,4199,389411,17333,951306,30881,1257278,67164,1764536,112917,2260621,148026,2572194,251746,6695477,10936,4570574,42476,5499297,70269,5864474,128269,6310667,188587,6571330,221648,6655580,139234,2821007,1841,180873,10654,689062,21284,1095812,51317,1851660,88446,2417202,112808,2663301,279591,6219715,2130,152650,14984,794422,33663,1547515,91090,3307771,168362,4975226,222759,5766616,80599,7688187,8229,5581030,24396,6934656,34863,7283059,53182,7577840,68042,7693000,75200,7706115,11933173,4642757,6974580,8291427,10146291,11469986,11895844
21,KY,Kentucky,1899332,18993.00,94967.00,189933.0,474833.00,949666.0,1424499.00,383015.73,171202.45,125802,75854,39430,19728,122025825,17986307,35712121,49462972,77104240,103312443,117159472,1560359,83188390,16475,7034987,83903,19007027,168441,29134514,416999,49467507,826805,69368103,1229128,79923927,476547,767926,16552,240535,65333,361555,112161,431847,221008,557100,335117,665026,404030,721429,279485,2388898,14518,1119288,53552,1565266,86006,1767742,152392,2059571,215476,2252233,249363,2332840,286468,3428274,6133,529732,23802,1176943,41958,1500269,89805,2046709,150904,2595698,207242,3003616,253069,5808735,14713,3777525,51580,4703365,80892,5055137,139937,5484746,195861,5702256,226225,5773189,155164,2996250,2648,225886,14466,815664,27779,1248178,64008,2034826,104022,2586783,130152,2845619,430500,10647944,3667,227886,26908,1524925,59826,2948106,157214,6122420,278662,8860833,360038,10067764,90197,6413736,10818,4457798,29447,5709265,40548,6006371,59801,6296858,75638,6415988,83601,6436215,12789482,4341897,6988820,8521243,10739128,12302436,12758300
22,LA,Louisiana,1922742,19227.00,96137.00,192274.0,480686.00,961371.0,1442057.00,394175.8,177217,129079,72652,35287,17733,121420234,19239774,37688126,52065423,79901318,104440632,116836406,1571940,82984924,16166,6585944,84809,19092634,171981,30122527,424774,51221135,841365,70562444,1250231,79961202,488529,870806,17337,317781,70558,465362,123054,542385,244768,683652,361517,790205,422378,835885,264634,2484694,14810,1257298,53475,1686287,85943,1882843,153522,2189291,211609,2371275,239327,2437161,386568,3100026,6797,741212,26795,1462519,47728,1764211,104362,2246095,182820,2550745,273026,2711297,244682,4907879,14969,3144879,52012,3993059,82319,4303476,144207,4679366,196510,4847439,221376,4889296,140355,2966726,2672,216605,14231,836498,27136,1292647,63605,2143742,100815,2653760,121737,2853560,369777,9417453,3744,266006,26938,1529092,56490,2717770,142861,5536306,249265,7993101,317975,8997438,96952,8070872,12536,6099432,33009,7438702,45595,7743585,67834,8027599,83731,8102724,91033,8103584,13236407,4771480,7554395,9204408,11544970,12925903,13220145
23,ME,Maine,657950,6580.00,32898.00,65795.0,164488.00,328975.0,493463.00,432310.75,187962,136239.3,82989.75,44436,24018,47133913,7012767,13865276,19051859,29434454,39500353,45059592,526572,30595043,5472,2454465,28025,6718366,56718,10389484,142358,17872603,282327,25218587,421898,29348966,258679,348223,6196,92409,28138,152072,51712,186283,109688,244034,176578,296600,215871,321700,131455,1110645,5073,361411,19974,606782,33246,722693,62101,891217,93744,1018360,111729,1069275,108693,1739564,1795,191949,8187,493641,14869,666930,33248,994058,58769,1335366,79070,1561471,118066,3254280,5324,1937645,20359,2557308,32809,2776648,58749,3039597,86552,3189273,102047,3234879,74390,1417119,980,87239,5730,348786,11317,554972,26766,917862,46103,1194034,58402,1317115,141113,3465889,1231,68129,8175,432087,17562,830579,46266,1785521,85153,2757138,111102,3200610,37520,2438774,3482,1575039,10370,2108129,14912,2256058,23066,2385311,30369,2440879,34147,2450528,5251724,1685650,2759802,3380051,4289386,4977205,5223584
24,MD,Maryland,2924360,29244.00,146218.00,292436.0,731090.00,1462180.0,2193270.00,544755.69,247980,179643,104304,52339,24705,265816600,45510105,84606311,115130789,174481557,229295984,256683491,2368969,183047846,25226,16468941,131636,44371164,264346,67934945,647550,113348052,1268651,155542313,1896982,177094773,1058698,1756940,27795,605768,127118,876551,236737,1041166,508341,1346348,804459,1588447,949343,1688810,595111,5133385,24849,1898382,101603,2950643,173375,3491076,326600,4311869,473484,4846111,541906,5026634,591929,6880833,8325,1158123,37507,2700889,69193,3437679,153655,4471242,272676,5285062,389087,5951283,543791,16592907,24967,11622872,97942,13971701,163483,14865960,300378,15896495,431643,16405839,495413,16549030,232873,4931649,3721,340532,20473,1207638,39773,1879961,95571,3273036,163189,4336830,199898,4722042,600882,20519007,5462,436353,38405,2678335,83067,5239870,216603,11508979,400506,17550422,513428,19678719,142938,15345741,16882,11517955,43132,13916131,59864,14521442,90249,15096540,117751,15350922,132462,15393239,35836126,11804633,18757669,23113117,29895348,34478822,35718188
25,MA,Massachusetts,3346624,33466.00,167331.00,334662.0,836656.00,1673312.0,2509968.00,777051.93,299165,201228,110189,56192,27833,373105850,87551236,146139480,186555044,260119702,326390512,360747342,2731195,241286398,28507,31685886,150244,72915580,304098,103990489,752835,159798122,1471578,208652200,2191148,234151618,1349523,3375835,32131,1579189,146536,2034259,270441,2281122,577372,2705671,944277,3073480,1157037,3237214,861947,9462080,30183,4052490,130936,5953920,228496,6858754,434823,8100812,653016,8950893,763978,9259976,548422,11715666,9086,1791290,43430,4329969,79599,5800656,173031,7980544,293213,9760481,398681,10870572,775638,40926576,30823,30379544,131339,35746217,224154,37681582,409302,39635698,598293,40573970,694503,40833237,326861,7514768,3821,444684,21106,1506538,42735,2483258,111606,4657724,206842,6433681,263051,7089531,627422,17513960,4915,322473,26658,1518211,60237,3128274,184042,8220838,376396,14102544,500678,16396196,176594,22286483,18702,15916355,52818,19947642,75700,21000267,114425,21900278,147349,22287045,164106,22352338,59054419,23770427,35728429,42050585,50971266,56971641,58830243
