statefips,state,state_name,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
0,US,United States,140871623,1408716,7043581,14087162,35217906,70435812,105653717,516714,209515,146621,84646,42589,20840,1.11477E+13,2.28948E+12,3.96989E+12,5.187E+12,7.5079E+12,9.64882E+12,1.07371E+13,116347854,7.47001E+12,1188972,8.33944E+11,6157814,1.96813E+12,12382104,2.86157E+12,30677099,4.59551E+12,60954073,6.26416E+12,91233216,7.16361E+12,42434664,1.0034E+11,1314776,51066884529,5659667,64808649871,10134323,71962909837,20579614,83516478643,31476701,92765688426,37281052,97014073936,26813941,2.72859E+11,1161229,1.28608E+11,4715847,1.80102E+11,7948179,2.04364E+11,14593893,2.37541E+11,20865936,2.59428E+11,24047023,2.67522E+11,24890691,3.61139E+11,393670,56334249199,1772009,1.26192E+11,3255118,1.62593E+11,7130614,2.18663E+11,12321006,2.7122E+11,17054419,3.10425E+11,24096578,8.34817E+11,1203121,6.12178E+11,4694522,7.20056E+11,7674750,7.59588E+11,13563289,8.03539E+11,19013259,8.25881E+11,21743009,8.32389E+11,14823818,2.80363E+11,239778,15582448506,1290269,66079581700,2566965,1.0916E+11,6069733,1.88185E+11,10062188,2.43817E+11,12476318,2.66766E+11,27988897,7.25559E+11,241300,14982650015,1572301,92094757007,3545475,1.86894E+11,9596245,4.06228E+11,17531536,6.01318E+11,22922802,6.84467E+11,8586311,7.31822E+11,871494,4.94976E+11,2540300,6.35006E+11,3636299,6.72897E+11,5517597,7.08964E+11,7124201,7.26862E+11,7962545,7.3185E+11,1.60269E+12,6.14471E+11,9.44259E+11,1.1196E+12,1.3753E+12,1.5504E+12,1.59835E+12
1,AL,Alabama,1912769,19128,95638,191277,478192,956385,1434577,373989,168065,123463,73332,36513,18213,1.19663E+11,18553159058,35924228861,49537637540,76667111647,1.01688E+11,1.14406E+11,1588126,83002648454,16353,6668933503,84066,18270539177,168820,28381243621,416648,48759131767,827071,68478569269,1233107,79071631964,496690,798705626,17280,289685936,70793,419821558,124919,489584789,249182,611727781,372440,710881034,440564,759994646,258538,1939197381,14336,790584934,53515,1206988015,86033,1396453518,150553,1664244029,206834,1833757525,235168,1896339134,340088,3326049728,6403,628951193,25255,1318403282,44403,1608540691,96173,2092023801,166016,2484720468,231293,2687951380,224493,5478481364,14728,3880033921,51471,4651479223,80140,4930816635,135396,5252849135,182085,5415526944,204707,5460317314,179920,3086715656,3851,222103047,19451,863741545,36017,1322543195,78675,2135498077,124535,2688678743,153210,2936220491,421965,10548356772,3988,258397777,29895,1652728841,62461,3029674870,153457,6041012650,268970,8699544531,354676,10000709758,91447,7319664684,12785,5371863511,32526,6590737033,43985,6889365209,63362,7176679545,78774,7302828111,85913,7330674910,14427310892,4866651339,7830063923,9608232247,12267449253,13995727433,14395071111
2,AK,Alaska,317892,3179,15895,31789,79473,158946,238419,415221,199237,151456,94176,49555,24401,23969001326,2848087157,6184956369,8915997824,14554105301,20064361305,22927859916,270930,16622259150,2660,1007197837,13870,3119683886,28124,5097862751,69790,9242538419,138571,13468008266,209290,15829430132,85007,150969502,2893,48062900,11796,75416411,20415,88084395,41038,112926487,64250,135629674,76011,144904040,76912,415041756,2371,133271336,9599,212158703,16257,248663424,31997,313116880,51012,366479583,63855,392612590,53969,898656305,970,135191407,4383,305784447,8030,395709769,18430,563320842,32056,729363480,42369,834530119,49260,943223588,2447,491952618,9017,691263695,14674,767648543,26709,866995715,38978,921655279,44990,937366811,25704,543959132,595,35621912,3048,148897684,5612,236238370,12181,384443230,19468,491771733,22991,527042529,63302,2159474082,797,50769333,5334,343687838,10934,637141443,26521,1316225558,45133,1895467333,55308,2084566183,18373,1322225614,2016,876490206,5453,1133423897,7530,1202967067,11459,1276109729,15185,1315947353,17060,1325595479,3284380052,809243833,1451506421,1878431883,2577750081,3099170030,3263448975
4,AZ,Arizona,2837210,28372,141861,283721,709303,1418605,2127908,430298,188181,134372,78546,39639,20541,1.97754E+11,33609317150,63073163776,85351788417,1.28616E+11,1.68532E+11,1.89379E+11,2298541,1.31227E+11,23636,12294859838,120604,31296385189,240743,46722518925,592099,77336849017,1187085,1.07845E+11,1795665,1.2512E+11,693857,1590811258,25306,621761620,102546,894808151,177767,1039953044,346977,1275059937,513588,1446758426,601602,1522746184,485840,4301128436,21238,1647494234,84857,2523082814,143021,2970874353,264289,3608915511,375382,4026239688,430054,4179959703,467459,5973881940,8105,825894892,34993,1853571660,64632,2426259463,140484,3373422199,239415,4309020807,324340,5019974691,469337,13361638785,23162,9213940790,89041,11184489867,146344,11968817962,261633,12815323029,365429,13214723549,416488,13322712692,324571,6559870240,5262,380366701,29149,1622815022,58842,2680334286,139170,4551773787,223578,5758139988,272386,6243809730,605645,15702575925,5800,360623049,38687,2252521080,86186,4449894381,224355,9320340261,391883,13267710706,497627,14835435147,160819,11259495929,17217,7166687545,49068,9480615282,69783,10150448243,105683,10855725649,134944,11183797265,148837,11267016311,25707471446,8888730490,14238596626,17318476637,21833704972,24814500568,25622651773
5,AR,Arkansas,1147443,11474,57372,114744,286861,573722,860582,362320,161468,117194,69546,35428,18156,74634888282,16319991115,26475276308,34256878393,49689104161,64088760554,71584341691,957052,47981024194,10039,4204983628,50358,10997072117,100323,16615889556,248130,28064687636,496347,39473927571,743869,45723919763,279868,511110432,10247,215475717,41486,289704484,71720,331830840,139651,402740701,206758,458261907,244977,487277443,161763,3844270842,8260,3206132236,32252,3428420169,52088,3532357517,91792,3681152485,127050,3776603696,145825,3816946198,196373,1995353942,3551,248794190,14625,559016836,26781,725336774,58514,1023164599,100324,1347320948,135638,1604647793,148327,6434727299,8584,5337853519,31800,5835978522,50016,6034854864,85540,6259442728,116842,6381258726,133619,6418897567,110595,1831193544,1998,102328632,10857,463001582,21105,748829764,47955,1243389385,75704,1575894733,93568,1734416489,232229,5205411165,1987,111407896,14552,746218245,32566,1466706697,84355,3023293784,147541,4314639948,192451,4908195045,64950,3897982669,7309,2495555760,20559,3309320360,29070,3543407702,43261,3772691191,54755,3876005819,60420,3897755594,9140163880,3842034523,5532969772,6503461066,7944939478,8882331784,9119599793
6,CA,California,16921302,169213,846065,1692130,4230326,8460651,12690977,632321,249616,170144,92196,44666,21868,1.54928E+12,3.5624E+11,6.0086E+11,7.72739E+11,1.0863E+12,1.36095E+12,1.4973E+12,13951703,1.02986E+12,140035,1.34825E+11,733319,3.00647E+11,1477903,4.27365E+11,3653020,6.62213E+11,7280013,8.78609E+11,10950695,9.91951E+11,5789502,13629520325,160721,6947186365,729565,8947304295,1362421,9988692659,2930011,11605189740,4506210,12781776834,5219052,13265646693,3087993,38144721849,139743,19075250089,589661,25881387220,997610,29182080178,1804420,33749107395,2494426,36548358283,2807707,37508822259,3328118,59356321607,42446,7746670951,205343,17893179540,393073,23909720853,887462,33642857935,1560690,43092404085,2208745,50863245266,3002451,1.39337E+11,147494,1.04203E+11,610988,1.22911E+11,1011600,1.29292E+11,1778701,1.35667E+11,2430944,1.3839E+11,2735858,1.39092E+11,1405022,30250499395,25516,1774042359,131282,7016661163,264104,11880631119,631201,21037017550,1015343,26939383079,1213385,29012280388,2625788,83157981966,25000,1641772532,152044,10053037777,349059,21802143601,976037,49917313595,1756507,72071852926,2212879,79633249315,1012363,1.02464E+11,99345,66813935279,302905,88114247969,441039,93963292497,670903,99354805735,852886,1.0182E+11,943271,1.02456E+11,2.3743E+11,92682879381,1.44605E+11,1.70806E+11,2.07747E+11,2.30827E+11,2.36787E+11
8,CO,Colorado,2515175,25152,125759,251518,628794,1257588,1886381,540440,227844,160863,93543,48337,24379,2.12581E+11,37479648991,69617570870,93359184578,1.38936E+11,1.8168E+11,2.04043E+11,2103591,1.41536E+11,20870,12870251295,109341,33262117692,220495,50152423308,548105,83778448737,1086929,1.16563E+11,1633987,1.35025E+11,813178,1917088169,23606,953432668,101756,1215713035,182876,1358506033,376566,1586561938,590636,1771131360,709277,1852997404,557217,4933649562,20447,1832938557,86619,2847282234,151404,3373204276,289928,4107437539,426183,4611271854,496795,4805919918,473260,7189635060,7284,720806306,33370,1866311352,63403,2636075007,144308,3951198826,252026,5277618828,341762,6270053401,528032,17672388513,21948,11300801728,90437,14331324854,153877,15510592576,283830,16755627821,408878,17395067127,472594,17596633494,272363,5352695708,3952,226259071,21957,1060894859,44782,1870180864,109124,3444408393,186374,4614990773,229945,5071972755,464812,13146533815,4027,213517397,25991,1390582418,59358,3018512466,162302,7126141013,301060,11021060921,387181,12465410426,220984,15190816414,17098,8219297459,55642,11933198408,84200,13148186759,135535,14392304262,180951,15026628922,203593,15183314396,30848677504,10116920078,16577315121,20196423990,25575880879,29424327079,30691374785
9,CT,Connecticut,1614418,16144,80721,161442,403605,807209,1210814,793101,272510,183221,103871,52605,24606,1.75793E+11,47379889124,74456114065,92142732549,1.2504E+11,1.55285E+11,1.70427E+11,1326902,1.1341E+11,13661,19104565389,70518,37397364757,142432,50298899293,353745,74683962609,694392,97301119509,1038097,1.09497E+11,569739,2378559924,15584,1575435748,68655,1841724268,123935,1950275913,258632,2120028187,416726,2267593319,501494,2334406426,426126,5465821290,14845,2576423938,63393,3650058245,110977,4119658374,215093,4764817534,324538,5209433469,381074,5373526347,274746,6449552441,4212,896943310,22265,2410859832,41521,3228030047,90308,4362341062,150856,5291674022,201189,5904428213,359029,15904281332,14986,12213478649,62006,14055489087,104420,14708084934,190871,15394566936,279242,15759647512,324028,15869748869,213041,4322748228,2575,202635404,15343,919603038,31926,1562071653,78775,2760364657,140560,3730825161,177377,4107112528,343687,9517373242,2516,155917835,16340,937687411,38632,2054522953,110839,4968547866,214224,7889868399,280522,8982851908,99727,12237336031,10309,8368268586,31099,10791893888,44163,11394597077,65351,11895021847,83701,12145266381,93182,12227738229,29806453635,12779321056,18968700758,21838045659,25900121261,28824522846,29716694199
10,DE,Delaware,430105,4301,21505,43011,107526,215053,322579,422084,194896,144266,87818,45095,22338,31403164802,4412370327,8899481268,12464894450,19652753210,26529258174,30056514042,351775,21011939509,3609,1756093191,18765,4730689901,37499,7229708416,91652,12224586026,180916,17215751528,271913,20019950374,130577,202934049,3965,57929974,16662,90795564,29704,109571984,61275,145218192,96276,177560979,115185,192982040,90395,753008068,3543,304283966,14409,449478423,24672,521251940,46963,629896681,69607,708462792,81124,736297899,56768,761855089,1097,102733343,4677,240935796,8423,320612239,18495,445791187,31215,568788638,41336,661300492,76023,1396538752,3564,849344446,13558,1087037134,22356,1185379201,40936,1308370417,59432,1375281309,68772,1391614462,57928,1120580283,894,51735274,5069,247962463,10031,417658812,23800,742577123,40089,980977439,49683,1072086537,112034,3071730860,1006,67148931,7028,413010300,15057,799897835,39406,1717646851,71705,2550734922,93098,2900718396,22554,1643292604,2402,1108779740,6377,1394439633,8955,1474711351,13881,1566728715,18407,1623993644,20838,1642431395,4072821335,1143227265,1965983184,2474815333,3281987309,3884350874,4055088311
11,DC,District of Columbia,334410,3344,16721,33441,83603,167205,250808,776518,297707,196385,101140,53252,25945,34743187629,7442185626,13245280529,17240749520,24153682847,30301657229,33570900769,289261,23810226875,2452,2291557844,14026,6051242787,29038,9119727965,73910,14720296488,149173,20000424735,223790,22856867602,98049,231162619,3192,128180491,14330,163834754,26151,180484689,53246,206956789,78671,221910432,90638,227485678,78320,979962778,3030,428706027,13170,662226762,23539,767925835,45408,894838620,65031,952093080,73558,970454714,62484,1332969220,1046,301387606,4909,623077844,9012,805253821,18754,1022127526,30860,1146227811,42765,1219494449,68691,2657220565,3038,1760579417,12767,2231629832,22189,2396243559,41288,2565676770,57638,2627276139,64817,2649127237,20457,515905227,680,53228159,3203,196625143,5879,290817028,11415,415136402,16042,480026423,18434,502755426,46219,1760277962,679,54637652,3461,276732221,6787,498684623,15698,971737722,27657,1418466624,38000,1667411869,16487,2756595626,2390,1978206785,6515,2596802029,8909,2685085245,12419,2733491788,14616,2752410032,15698,2756633213,6129120056,2050033006,3377646757,4084172123,5135090700,5891498497,6107673142
